	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
131	valutare lo albergo	5	5	5
132	ristrutturare l'economia	1	3	1
133	distruggere l'edificio	5	5	5
134	sostenere lo albergo	4	3	4
135	demolire lo albergo	5	5	5
136	sostenere la tesi	5	5	5
137	sospendere la caserma	2	1	2
138	costruire la brigata	1	3	3
139	edificare la villa	5	5	5
140	mantenere l'esercito	3	3	5
141	istituire il collegio	3	2	4
142	visitare il palazzo	5	5	5
143	valutare il risultato	5	5	5
144	edificare la fortezza	5	5	5
145	sostenere il progetto	5	3	5
146	istituire la chiesa	5	2	5
147	valutare l'ufficio	2	2	5
148	mantenere il palazzo	5	3	5
149	aiutare l'ospedale	5	2	4
150	aiutare il mercato	2	1	3
151	aiutare la chiesa	3	1	3
152	ristrutturare l'ufficio	3	4	5
153	aiutare lo sviluppo	3	2	2
154	sostenere lo sviluppo	3	2	3
155	costruire la famiglia	5	4	5
156	istituire il sistema	2	2	4
157	valutare il mercato	2	2	3
158	valutare l'ospedale	3	4	4
159	sospendere la partenza	5	5	5
160	istituire l'ospedale	3	3	4
161	demolire la chiesa	5	5	5
162	sostenere la chiesa	2	2	3
163	sospendere il collegio	2	2	4
164	sostenere la causa	5	2	5
165	sospendere il pagamento	5	5	5
166	edificare la caserma	5	5	5
