	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
97	visitare l'esercito	1.0	3.0	4.0
98	demolire il muro	4.0	5.0	5.0
99	sostenere l'esame	5.0	5.0	5.0
100	demolire la scuola	1.0	4.0	5.0
101	sostenere l'ufficio	2.0	3.0	4.0
102	distruggere il condominio	2.0	5.0	5.0
103	costruire la squadra	4.0	4.0	5.0
104	ristrutturare l'appartamento	4.0	5.0	5.0
105	sospendere l'ospedale	2.0	3.0	3.0
106	mantenere l'esercito	1.0	2.0	2.0
107	istituire il collegio	1.0	2.0	1.0
108	visitare il palazzo	4.0	5.0	5.0
109	valutare il risultato	4.0	4.0	5.0
110	edificare la fortezza	1.0	4.0	4.0
111	edificare la scuola	2.0	3.0	3.0
112	valutare l'impatto	2.0	2.0	3.0
113	edificare il mercato	1.0	1.0	1.0
114	mantenere la famiglia	3.0	5.0	5.0
115	sostenere la scuola	2.0	2.0	3.0
116	costruire il castello	2.0	5.0	5.0
117	distruggere il palazzo	2.0	5.0	5.0
118	demolire l'ufficio	1.0	5.0	5.0
119	valutare la scuola	4.0	3.0	5.0
120	mantenere il partito	1.0	2.0	3.0
121	istituire il tribunale	1.0	1.0	1.0
122	sospendere il servizio	2.0	3.0	4.0
123	visitare il monumento	3.0	5.0	5.0
124	distruggere il monumento	1.0	5.0	5.0
125	ristrutturare la casa	4.0	5.0	5.0
126	visitare il duomo	5.0	5.0	5.0
127	aiutare il collegio	1.0	4.0	4.0
128	istituire l'ufficio	1.0	1.0	1.0
129	sospendere la scuola	3.0	4.0	5.0
130	istituire il consiglio	1.0	2.0	2.0
131	sospendere la partita	4.0	5.0	5.0
132	mantenere il duomo	1.0	4.0	3.0
133	demolire l'ospedale	1.0	5.0	5.0
134	demolire la fondamenta	1.0	5.0	5.0
135	edificare la chiesa	1.0	4.0	3.0
136	valutare il rischio	4.0	2.0	5.0
137	visitare il partito	1.0	3.0	2.0
138	valutare la caserma	1.0	2.0	1.0
139	sospendere la chiesa	1.0	2.0	1.0
140	mantenere la palazzina	1.0	3.0	2.0
141	costruire il palazzo	2.0	4.0	4.0
142	ristrutturare la caserma	2.0	4.0	3.0
143	ristrutturare l'economia	1.0	2.0	1.0
144	distruggere l'edificio	2.0	5.0	5.0
145	sostenere lo albergo	1.0	2.0	1.0
146	mantenere il condominio	2.0	3.0	3.0
147	ristrutturare la chiesa	1.0	2.0	3.0
148	sostenere il collegio	1.0	2.0	4.0
149	demolire lo albergo	1.0	3.0	3.0
150	sostenere la tesi	4.0	4.0	4.0
151	sospendere la caserma	1.0	2.0	2.0
152	costruire la brigata	1.0	1.0	1.0
153	edificare la villa	2.0	4.0	4.0
154	visitare la brigata	1.0	2.0	2.0
155	valutare il caso	4.0	3.0	4.0
156	visitare il reggimento	1.0	2.0	2.0
157	istituire lo albergo	2.0	2.0	2.0
158	edificare il muro	2.0	4.0	4.0
159	demolire la caserma	1.0	4.0	4.0
160	visitare la squadra	5.0	5.0	5.0
161	costruire la palazzina	2.0	4.0	4.0
162	distruggere il comitato	1.0	2.0	1.0
163	aiutare il popolo	4.0	4.0	4.0
164	edificare l'ufficio	1.0	4.0	2.0
165	aiutare la scuola	2.0	3.0	2.0
166	distruggere il partito	1.0	2.0	2.0
167				
168	 			
169	 			
