	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
153	edificare la villa	5	5	5
154	visitare la brigata	1	1	1
155	valutare il caso	4	3	5
156	visitare il reggimento	1	2	2
157	istituire lo albergo	1	1	1
158	edificare il muro	3	5	5
159	demolire la caserma	1	3	3
160	visitare la squadra	2	4	3
161	costruire la palazzina	4	5	5
162	distruggere il comitato	2	1	1
163	aiutare il popolo	1	1	2
164	edificare l'ufficio	5	5	5
165	aiutare la scuola	2	3	2
166	distruggere il partito	1	1	1
