	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
94	ristrutturare la chiesa	3	3	5
95	sostenere il collegio	3	2	2
96	ristrutturare la casa	2	4	3
97	visitare il duomo	3	3	3
98	demolire l'ufficio	4	5	2
99	valutare la scuola	3	5	3
100	mantenere il partito	4	4	3
101	istituire il tribunale	3	2	2
102	sospendere il servizio	4	2	4
103	visitare il monumento	2	4	4
104	distruggere il castello	3	2	3
105	edificare il muro	2	4	5
106	demolire la caserma	3	3	3
107	visitare la squadra	3	3	3
108	aiutare il popolo	3	5	4
109	edificare l'ufficio	4	4	2
110	aiutare la scuola	3	3	3
111	distruggere il partito	4	2	2
112	demolire l'ospedale	5	4	0
113	demolire la fondamenta	4	5	4
114	edificare la chiesa	5	3	5
115	sospendere la chiesa	3	2	4
116	mantenere la palazzina	4	3	3
117	mantenere il condominio	2	5	4
118	costruire il palazzo	3	5	4
119	ristrutturare la caserma	4	3	3
120	visitare il partito	4	2	4
121	valutare la caserma	4	2	5
122	aiutare la persona	4	3	3
123	costruire il comitato	5	3	2
124	demolire il mercato	5	4	3
125	costruire il grattacielo	3	5	4
126	istituire la caserma	4	2	4
127	distruggere la palazzina	3	4	5
128	edificare la torre	2	2	3
129	valutare il collegio	4	4	2
130	aiutare il bambino	4	2	2
131	valutare lo albergo	3	3	4
132	ristrutturare l'economia	4	4	4
133	distruggere l'edificio	3	5	2
134	sostenere lo albergo	3	2	3
135	demolire lo albergo	3	4	3
136	sostenere la tesi	5	2	3
137	sospendere la caserma	4	4	3
138	costruire la brigata	3	5	4
139	edificare la villa	3	2	4
140	mantenere l'esercito	4	2	5
141	istituire il collegio	5	4	5
142	visitare il palazzo	4	5	4
143	valutare il risultato	4	3	3
144	edificare la fortezza	4	4	2
145	sostenere il progetto	5	3	3
146	istituire la chiesa	5	2	4
147	valutare l'ufficio	3	3	5
148	mantenere il palazzo	3	4	3
149	aiutare l'ospedale	2	5	2
150	aiutare il mercato	3	3	3
151	aiutare la chiesa	2	3	3
152	ristrutturare l'ufficio	3	3	2
153	aiutare lo sviluppo	3	3	2
154	sostenere lo sviluppo	4	2	3
155	costruire la famiglia	5	3	4
156	istituire il sistema	3	2	5
157	valutare il mercato	4	4	4
158	valutare l'ospedale	3	2	5
159	sospendere la partenza	3	2	3
160	istituire l'ospedale	3	3	2
161	demolire la chiesa	5	4	3
162	sostenere la chiesa	4	2	4
163	sospendere il collegio	3	4	4
164	sostenere la causa	5	3	5
165	sospendere il pagamento	5	2	3
166	edificare la caserma	2	3	4
